job_title,company_name,company_location,job_url
"b'Software Developer (Junior, Mid and Senior Level)'",b'Jumar',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/software-developer-junior-mid-and-senior-level-at-jumar-3558176353?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=NzWys0nNipE007i%2Fgqk6Ww%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior Data Engineer',b'Digital Uncut',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-data-engineer-at-digital-uncut-3590330661?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=PccqGJkoz3Qs6tLoNgFJ%2Bg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Scientist, Supply Analyst'","b""Let's Do This""","b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-scientist-supply-analyst-at-let-s-do-this-3543936739?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=Y0M4D6jx7dZl6ZLC6nZoMg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'2023 Data Analytics Internship',b'L.E.K. Consulting',"b'Tottenham, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/2023-data-analytics-internship-at-l-e-k-consulting-3553560919?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=gXfwBUWX89FJ4vqeNSGb8A%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analytics Engineer',b'YouLend',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analytics-engineer-at-youlend-3581397754?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=1U9jcLpBgZ5ePkewV8rw3g%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst',b'Limbic',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analyst-at-limbic-3557074554?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=friCB%2FhPZnTrOn9UJEipzQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior Software Engineer',b'Mytos',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-software-engineer-at-mytos-3575090703?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=PZi9VICicasBb2J0aguktQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Scientist',b'CarbonChain',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-scientist-at-carbonchain-3570851764?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=rEQA%2FRGVC9iLkrY%2FcL2gbw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Junior Python Developer - \xc2\xa345,000'",b'Jefferson Frank',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-python-developer-%C2%A345-000-at-jefferson-frank-3582499288?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=T0yekf%2B7sa1RZxmHNGi55A%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Scientist',b'Quantum Light',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-scientist-at-quantum-light-3576107210?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=0Ti%2FOr%2FmDBtQqSFUDX9%2FCQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior Developer',b'FreeWorkers.org',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-developer-at-freeworkers-org-3577810602?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=TOnNbYW%2BBhMwPq4QT8mApg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Graduate Software Developer (Full:Time, Hybrid, Permanent) : London'",b'TipTopJob',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/graduate-software-developer-full-time-hybrid-permanent-london-at-tiptopjob-3574872242?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=DwDB4%2BFrbIZOYB2RSiHqUw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Founders Associate',b'Terra (YC W21)',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/founders-associate-at-terra-yc-w21-3573897997?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=ivA6JEs43mWK5jIQD8vdpA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Product Analyst',b'LoopMe',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/product-analyst-at-loopme-3553128938?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=oSetYmNflBD5LIhTVWqMVg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior Data Analyst',b'GEEIQ',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-data-analyst-at-geeiq-3585944459?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=u%2FBBBmMLkw4gm%2BpBL7g8VQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analytics Engineer',b'YouLend',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analytics-engineer-at-youlend-3585978753?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=7C%2BXU%2FQ3HG7CqndQ%2BOUFuA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Engineer - Mid level',b'Suade Labs',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-engineer-mid-level-at-suade-labs-3570202278?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=HKUf60PTUTgSvCtIUz4IHg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Software Engineer',b'LloydsDirect',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/software-engineer-at-lloydsdirect-3589770665?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=%2BdB6hxTnWFRVn9IUy3VOEQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Software Engineer - Fully Remote',"b'Keller Williams Realty, Old Town Alexandria, VA'","b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-software-engineer-fully-remote-at-keller-williams-realty-old-town-alexandria-va-3576251232?refId=jwMWtDxVgMD%2B9w9lNzIK%2FQ%3D%3D&trackingId=bTj1hAzOo1EEn9fUWTG02A%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analytics Engineer',b'YouLend',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analytics-engineer-at-youlend-3581397754?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=i%2FlzAQrgB04Ol5BaiHj%2Bfg%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Founders Associate',b'Terra (YC W21)',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/founders-associate-at-terra-yc-w21-3573897997?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=tmsLiwrsJc1E%2B08KFe8Z%2BA%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Business Analyst',b'Acin',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/business-analyst-at-acin-3590324537?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=Oe6z1S%2BrbnUjWLUWabYFxQ%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Data Quality Analyst',b'Recycleye',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-quality-analyst-at-recycleye-3579874894?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=6vl1jmQfqm%2FZpu7VVxmaiQ%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Data Analyst',b'Builder.ai',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analyst-at-builder-ai-3591988494?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=vwF1yhDA8MJiNwTMEBCNdg%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Data Analyst',b'GEEIQ',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-data-analyst-at-geeiq-3585944459?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=kfE%2FGCsTWJ2Lcs8tE1oFBA%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Engineer - Mid level',b'Suade Labs',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-engineer-mid-level-at-suade-labs-3570202278?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=IjmL4nR6lgp2XpHIbvPdUQ%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Data Analytics Engineer',b'YouLend',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analytics-engineer-at-youlend-3585978753?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=rqiJXwp71xwYKtEmj3iVeA%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Virtual Assistant - Graduate Job',b'Gradfuel',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/virtual-assistant-graduate-job-at-gradfuel-3590297889?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=fufcu5CZyuItH0dmrbxbrQ%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Data Analyst',b'TotallyMoney',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analyst-at-totallymoney-3586043940?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=tKsad4FZmaTOTrJrfoPzXg%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Data Analyst',b'Pizza Man',"b'Enfield, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-data-analyst-at-pizza-man-3589207882?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=9%2BQcqCYZy6QRthYQGDOMYA%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Software Engineer - Fully Remote',"b'Keller Williams Realty, Old Town Alexandria, VA'","b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-software-engineer-fully-remote-at-keller-williams-realty-old-town-alexandria-va-3576251232?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=GVEPf%2FiZ6MO4k4N1zIwfEA%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Software Engineer',b'LloydsDirect',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/software-engineer-at-lloydsdirect-3589770665?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=Sl2gGBb0cWeRoMUCFNrX0Q%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'John Goddard Associates',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-developer-at-john-goddard-associates-3583494290?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=TrQLCTuCslGC98OKnvApLw%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'2023 \xe2\x80\x93 Business Analyst \xe2\x80\x93 Kearney Energy Transition Institute',b'Kearney',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/2023-%E2%80%93-business-analyst-%E2%80%93-kearney-energy-transition-institute-at-kearney-3587881361?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=DpqsO8dUe3NJLaZiHtJiIg%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python/Wagtail Developer',b'Azule.com.pe',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-wagtail-developer-at-azule-com-pe-3555406745?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=T7gs8pKYKUup%2F2%2FuY5u%2Buw%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Bioinformatician (Remote - Population Genomics)',b'Lifebit',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/bioinformatician-remote-population-genomics-at-lifebit-3590315925?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=pOtHzfs1qpyni4hIJxEVYA%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Full Stack Developer (Python)',b'Move.ai',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/full-stack-developer-python-at-move-ai-3590322258?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=6Tm%2B4rkyvB705gRdoW2i8A%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Product Analyst',b'Our Future Health UK',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/product-analyst-at-our-future-health-uk-3590316715?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=Dx4KBtIhKADYqK%2FrqH9SLQ%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Business Insights Analyst (Graduate Role)',b'Gradfuel',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/business-insights-analyst-graduate-role-at-gradfuel-3590308513?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=UTOrbAhPciNy6ftEoRfUUg%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Trading Analyst',b'Vallum Associates',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/trading-analyst-at-vallum-associates-3574828542?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=2AA2mcMze81sG0w8%2BcJrAA%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'AlphaGrep',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-developer-at-alphagrep-3562943740?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=AYpMMUTbPWOd0Vn48OVprg%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Systems Analyst',b'Belmont Lavan',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-systems-analyst-at-belmont-lavan-3590315844?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=1P93s9wUFQcKyA7lx7U95w%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Decision Scientist',b'Code Worldwide',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-decision-scientist-at-code-worldwide-3585510082?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=a7R%2B3bek02hOno85DxPbLQ%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Software Engineer',b'Audigent',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-software-engineer-at-audigent-3585530862?refId=bI2olJj48Pj1zgLHsD808A%3D%3D&trackingId=LTciMugTkxG2kL9ds81PKg%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card'
job_title,company_name,company_location,job_url
b'Founders Associate',b'Terra (YC W21)',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/founders-associate-at-terra-yc-w21-3573897997?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=SXJmXLxAatlL3KbjLVpbrg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'CareerAddict',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-developer-at-careeraddict-3586167507?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=UIAyyRbCe%2Bz5nO4MdbBzhQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Hedge Fund Econometrician',b'Pharo Management',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/hedge-fund-econometrician-at-pharo-management-3583270465?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=iLD%2F%2BH%2BE54%2B%2FGVrq0CUryQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'HW Select Ltd',"b'City of London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-developer-at-hw-select-ltd-3337798676?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=SSVX%2BgwZVEd8hsrSSAU4Rw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior Decision Scientist',b'Code Worldwide',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-decision-scientist-at-code-worldwide-3585510082?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=XV2T3lVPMqDb0UzXpL6SIg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Senior Software Engineer',b'Updraft',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-senior-software-engineer-at-updraft-3590298959?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=Ybrul7YRqwDpVof1GVKYog%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst',b'TradingHub',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analyst-at-tradinghub-3590342170?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=sp6gPw36E0PMeLQnwyMrkg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst',b'The Health Foundation',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analyst-at-the-health-foundation-3576227225?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=Ppc6Gt8YGZk35itUijJkWQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Analyst',b'Made Tech',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/business-analyst-at-made-tech-3590319733?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=DgfxGQ5UL81jpjCYwN9RAg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'Daintta',"b'London Area, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-developer-at-daintta-3450682077?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=EPoNlq%2BjLSVSpT6OBqYD1g%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior Data Analyst',b'Wise Technical Ltd',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-data-analyst-at-wise-technical-ltd-3590312943?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=8%2BjiTMIbAgDA9%2FEm4SXbUA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior Python Developer',b'Shuttleworth',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-python-developer-at-shuttleworth-3568544030?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=GsCFL8nV8%2FxuF%2BKEV%2BtNRg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'Wolf & Badger',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-developer-at-wolf-badger-3590341680?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=%2F%2FQj2bMxTkI6DFHWHSURqA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Finance & Operations Analyst - DeFi',b'Avantgarde',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/finance-operations-analyst-defi-at-avantgarde-3590317776?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=oiU1roImtPyo1BwqKfkuOg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Research Assistant/Programme Coordinator (UK)',b'Center for Global Development',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/research-assistant-programme-coordinator-uk-at-center-for-global-development-3580724052?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=CAvRzlpsdCQu%2BU76kMny%2BA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Executive Candidate Developer (Graduate Role)',b'Gradfuel',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/executive-candidate-developer-graduate-role-at-gradfuel-3590300763?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=LoOimovWonl277di%2Fl7PUQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer - RegTech - London',b'Suade Labs',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-developer-regtech-london-at-suade-labs-3590340614?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=o%2BUMrsEf%2Ft4lK1JLAyhOfg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst',b'MMC Ventures',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analyst-at-mmc-ventures-3573782144?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=WYV%2FnldVxowH3sqFa9pvgw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Research Engineer',b'Vertebra AI',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/research-engineer-at-vertebra-ai-3590322018?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=09I5j6aQzsDoCQBCCPmG6w%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Database Developer (Graduate Role)',b'Gradfuel',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/database-developer-graduate-role-at-gradfuel-3590302419?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=qZQ%2Fvo7WkM2WBvWZzzwQDw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Software Developer (Graduate Role)',b'Gradfuel',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/software-developer-graduate-role-at-gradfuel-3590308124?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=hK7BePRuwsBPvJ9VXuezKg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'Ada Meher',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/python-developer-at-ada-meher-3558850651?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=JdUYtIch%2BZuBlQdh6j83IA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst',b'Sky',"b'Isleworth, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analyst-at-sky-3583552711?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=ihgDBR0cXCNA0Ktw6A7C%2BA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'ML Research Engineer',b'Unitary',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/ml-research-engineer-at-unitary-3591996268?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=BqRtfmzQ59SHl3wjPLOrWw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Analyst',b'Policy Expert',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/business-analyst-at-policy-expert-3592343018?refId=foXIMqQaQFX94cOO7ajrig%3D%3D&trackingId=3ag4kaAn8zEiIA80a5Ja3A%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst',b'TradingHub',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analyst-at-tradinghub-3590342170?refId=DtdC4KDsk14jrtL3AkrQsA%3D%3D&trackingId=Bkw%2FOYPva1esj8p8Tr7QrA%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Graduate Software Developer (Full:Time, Hybrid, Permanent) : London'",b'TipTopJob',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/graduate-software-developer-full-time-hybrid-permanent-london-at-tiptopjob-3574872242?refId=DtdC4KDsk14jrtL3AkrQsA%3D%3D&trackingId=dJFInkHpulidZnKlcRQ14A%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Data Analyst',b'Ryde',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analyst-at-ryde-3590311393?refId=DtdC4KDsk14jrtL3AkrQsA%3D%3D&trackingId=1CwxcxKj8dLG8edxo%2FwPoQ%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Business Analyst',b'Acin',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/business-analyst-at-acin-3590324537?refId=DtdC4KDsk14jrtL3AkrQsA%3D%3D&trackingId=Nf2XFoLcOAzumtlgShZdPQ%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Data Quality Analyst',b'Recycleye',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-quality-analyst-at-recycleye-3579874894?refId=DtdC4KDsk14jrtL3AkrQsA%3D%3D&trackingId=W6MGO0lS7r1PB6op99LSjA%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Data Analyst',b'Builder.ai',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analyst-at-builder-ai-3591988494?refId=DtdC4KDsk14jrtL3AkrQsA%3D%3D&trackingId=2ALBUPwJbIKiYxztXqMZUQ%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Data Analyst',b'GEEIQ',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-data-analyst-at-geeiq-3585944459?refId=DtdC4KDsk14jrtL3AkrQsA%3D%3D&trackingId=cz8Ozie%2F8EO4t84Ta094Kw%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Data Analytics Engineer',b'YouLend',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/data-analytics-engineer-at-youlend-3585978753?refId=DtdC4KDsk14jrtL3AkrQsA%3D%3D&trackingId=nI4WG2iBp3KIITzNlMpIyA%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Data Engineer',b'Kroo Bank',"b'London, England, United Kingdom'",b'https://uk.linkedin.com/jobs/view/junior-data-engineer-at-kroo-bank-3584461244?refId=DtdC4KDsk14jrtL3AkrQsA%3D%3D&trackingId=COmkuD%2F5BV5645CD8%2Fn5Ig%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card'
